seID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	GSM733739.rep1.K27ac.Q20.noDup.sort.bam	GSM733697.rep1.Input.Q20.noDup.sort.bam	enhancerRank	isSuper
15_K27ac.rep1_peak_45725_lociStitched	chr3	120123489	120169836	15	24144	60529.182	6488.58	249	1
14_K27ac.rep1_peak_53911_lociStitched	chr5	95530421	95595730	14	18794	62977.4687	8940.8021	250	1
13_K27ac.rep1_peak_6370_lociStitched	chr1	234630190	234700992	13	17535	60861.3992	6931.5158	251	1
4_K27ac.rep1_peak_58885_lociStitched	chr6	111905962	111927947	4	12491	56617.9705	2719.5445	252	1
7_K27ac.rep1_peak_36556_lociStitched	chr2	151322746	151353635	7	20668	59282.1688	5396.3083	253	1
21_K27ac.rep1_peak_34441_lociStitched	chr2	46859832	46952060	21	26224	65786.2324	11943.526	254	1
13_K27ac.rep1_peak_16540_lociStitched	chr12	96589662	96652499	13	18485	61052.4292	7219.9713	255	1
15_K27ac.rep1_peak_65476_lociStitched	chr8	32539378	32594598	15	24449	61371.508	7548.574	256	1
4_K27ac.rep1_peak_43326_lociStitched	chr3	15810178	15848256	4	11538	58982.822	5273.803	257	1
11_K27ac.rep1_peak_8195_lociStitched	chr10	60385112	60434497	11	17903	60906.5205	7432.4425	258	1
19_K27ac.rep1_peak_153_lociStitched	chr1	8042590	8123318	19	19745	60650.9464	7523.8496	259	1
12_K27ac.rep1_peak_57767_lociStitched	chr6	44003125	44042429	12	20124	57596.0816	4590.7072	260	1
8_K27ac.rep1_peak_16563_lociStitched	chr12	96809506	96842562	8	13646	55672.9152	2773.3984	261	1
4_K27ac.rep1_peak_13718_lociStitched	chr11	131922060	131944353	4	15957	56512.755	3629.3004	262	1
6_K27ac.rep1_peak_35332_lociStitched	chr2	75814514	75836308	6	15177	55735.9756	2857.1934	263	1
8_K27ac.rep1_peak_9608_lociStitched	chr10	104530067	104576557	8	14410	57168.753	4309.623	264	1
9_K27ac.rep1_peak_60205_lociStitched	chr6	151177614	151220500	9	13449	56515.1708	3829.7198	265	1
5_K27ac.rep1_peak_59807_lociStitched	chr6	139889138	139930172	5	12127	58194.4188	5625.7614	266	1
13_K27ac.rep1_peak_63209_lociStitched	chr7	100736522	100783376	13	22632	55161.2142	2628.5094	267	1
14_K27ac.rep1_peak_49419_lociStitched	chr4	77644221	77705613	14	17189	59095.9392	6618.0576	268	1
7_K27ac.rep1_peak_36448_lociStitched	chr2	145753005	145796300	7	14986	58759.974	6282.1045	269	1
9_K27ac.rep1_peak_18150_lociStitched	chr13	38049030	38084368	9	19522	56572.6042	4191.0868	270	1
16_K27ac.rep1_peak_39018_lociStitched	chr2	235857649	235907237	16	22653	56803.054	4492.6728	271	1
7_K27ac.rep1_peak_6390_lociStitched	chr1	234835615	234868307	7	11307	55788.898	3671.3116	272	1
13_K27ac.rep1_peak_13861_lociStitched	chr12	2352504	2396728	13	15363	57203.744	5315.7248	273	1
13_K27ac.rep1_peak_58518_lociStitched	chr6	86145347	86192964	13	20719	57592.7615	5971.1718	274	1
10_K27ac.rep1_peak_44744_lociStitched	chr3	71544497	71601779	10	17136	58948.9062	7360.737	275	1
13_K27ac.rep1_peak_26985_lociStitched	chr17	13442139	13502917	13	23902	58024.7566	6594.413	276	1
12_K27ac.rep1_peak_51200_lociStitched	chr4	169015490	169075180	12	16913	58776.743	7449.312	277	1
11_K27ac.rep1_peak_19113_lociStitched	chr13	97874222	97933103	11	18041	57897.6873	6688.8816	278	1
9_K27ac.rep1_peak_22579_lociStitched	chr15	48959305	48996424	9	15278	55537.4478	4628.7393	279	1
11_K27ac.rep1_peak_64165_lociStitched	chr7	139420021	139445574	11	15601	54430.4453	3528.8693	280	1
4_K27ac.rep1_peak_38045_lociStitched	chr2	204538740	204554143	4	8207	53249.7113	2390.5456	281	1
6_K27ac.rep1_peak_12579_lociStitched	chr11	86445963	86473881	6	14250	54141.3774	3364.119	282	1
5_K27ac.rep1_peak_69567_lociStitched	chr9	94244254	94263646	5	11575	53137.9584	2381.3376	283	1
22_K27ac.rep1_peak_64678_lociStitched	chr8	12937688	12990778	22	23648	56408.125	5664.703	284	1
5_K27ac.rep1_peak_1914_lociStitched	chr1	54195624	54207214	5	8892	52177.021	1577.399	285	1
20_K27ac.rep1_peak_58066_lociStitched	chr6	56547929	56637690	20	22175	61908.1617	11318.8621	286	1
7_K27ac.rep1_peak_67664_lociStitched	chr8	128843315	128884072	7	13323	53224.5663	2702.1891	287	1
12_K27ac.rep1_peak_49528_lociStitched	chr4	81114385	81192844	12	19548	59150.2401	8693.2572	288	1
6_K27ac.rep1_peak_40053_lociStitched	chr20	33889438	33909429	6	16826	53288.0096	2984.6563	289	1
4_K27ac.rep1_peak_43320_lociStitched	chr3	15671529	15690516	4	10835	52462.9797	2286.0348	290	1
17_K27ac.rep1_peak_30576_lociStitched	chr18	55435454	55516374	17	22429	57453.2	7525.56	291	1
13_K27ac.rep1_peak_62765_lociStitched	chr7	81227388	81270785	13	20204	56355.3442	6982.5773	292	1
1_K27ac.rep1_peak_59677_lociStitched	chr6	136331910	136338350	1	6441	50883.084	1594.544	293	1
3_K27ac.rep1_peak_41142_lociStitched	chr21	30003976	30017130	3	8008	50683.6774	1498.2406	294	1
3_K27ac.rep1_peak_54220_lociStitched	chr5	111318980	111343288	3	10073	52087.1824	3249.9796	295	1
12_K27ac.rep1_peak_23789_lociStitched	chr15	80766461	80824681	12	23068	56554.908	7766.548	296	1
4_K27ac.rep1_peak_172_lociStitched	chr1	8136838	8158537	4	12013	51153.2226	2423.7783	297	1
12_K27ac.rep1_peak_5804_lociStitched	chr1	215129762	215181955	12	17435	55235.8519	6529.3443	298	1
8_K27ac.rep1_peak_26611_lociStitched	chr17	2059717	2099240	8	14924	53411.3822	4742.76	299	1
23_K27ac.rep1_peak_51291_lociStitched	chr4	169763167	169809848	23	22139	54271.3306	5653.0691	300	1
1_K27ac.rep1_peak_40714_lociStitched	chr20	52443495	52447586	1	4092	49363.6424	794.0631	301	1
11_K27ac.rep1_peak_23057_lociStitched	chr15	63494635	63549823	11	19136	54818.2404	6468.0336	302	1
16_K27ac.rep1_peak_45855_lociStitched	chr3	124526837	124580314	16	19297	54680.2325	6492.1078	303	1
6_K27ac.rep1_peak_44673_lociStitched	chr3	70898321	70921843	6	13831	51581.3938	3469.495	304	1
8_K27ac.rep1_peak_16860_lociStitched	chr12	109078705	109096748	8	13365	50711.6558	2618.0393	305	1
19_K27ac.rep1_peak_20763_lociStitched	chr14	69402952	69450107	19	26115	52568.394	4522.1645	306	1
11_K27ac.rep1_peak_37178_lociStitched	chr2	175442962	175496975	11	16716	55352.5224	7421.3862	307	1
10_K27ac.rep1_peak_33809_lociStitched	chr2	33351273	33394398	10	16721	53776.875	5877.9375	308	1
8_K27ac.rep1_peak_26307_lociStitched	chr16	86596917	86625044	8	18347	50712.981	2826.7635	309	1
9_K27ac.rep1_peak_54196_lociStitched	chr5	111068946	111092940	9	18723	52606.845	4731.6168	310	1
2_K27ac.rep1_peak_10529_lociStitched	chr11	9586516	9599927	2	11052	49363.2088	1499.3498	311	1
9_K27ac.rep1_peak_45030_lociStitched	chr3	98679463	98705791	9	14166	51921.4488	4251.972	312	1
18_K27ac.rep1_peak_49251_lociStitched	chr4	72053066	72135458	18	23359	58407.6888	10752.156	313	1
5_K27ac.rep1_peak_32980_lociStitched	chr2	1711294	1742025	5	11548	49771.9276	2160.3893	314	1
2_K27ac.rep1_peak_55245_lociStitched	chr5	146858888	146865766	2	6692	48692.1132	1194.7086	315	1
9_K27ac.rep1_peak_68817_lociStitched	chr9	35486732	35533543	9	15695	52947.9221	5509.6547	316	1
9_K27ac.rep1_peak_3722_lociStitched	chr1	144907391	144942850	9	14124	56794.6803	9403.7268	317	1
11_K27ac.rep1_peak_41130_lociStitched	chr21	29791195	29828571	11	17222	53462.6304	6077.3376	318	1
18_K27ac.rep1_peak_1472_lociStitched	chr1	39595649	39680588	18	22427	55388.7219	8043.7233	319	1
10_K27ac.rep1_peak_21046_lociStitched	chr14	75029797	75088163	10	17975	52628.6222	5305.4694	320	1
19_K27ac.rep1_peak_34001_lociStitched	chr2	37841478	37898660	19	22975	54757.4832	7462.251	321	1
13_K27ac.rep1_peak_20136_lociStitched	chr14	52104060	52149847	13	20373	53392.2207	6144.6154	322	1
12_K27ac.rep1_peak_45465_lociStitched	chr3	111431026	111488817	12	19427	54225.2953	7044.7229	323	1
15_K27ac.rep1_peak_2948_lociStitched	chr1	94030830	94094885	15	18410	54401.9115	7315.081	324	1
4_K27ac.rep1_peak_60975_lociStitched	chr7	5717217	5740000	4	9122	50197.7839	3112.1578	325	1
6_K27ac.rep1_peak_65863_lociStitched	chr8	49803577	49838208	6	13708	51454.7398	4387.7477	326	1
9_K27ac.rep1_peak_64892_lociStitched	chr8	18924505	18955191	9	15140	51147.4248	4130.3356	327	1
12_K27ac.rep1_peak_8444_lociStitched	chr10	69830901	69867439	12	23802	51156.8538	4209.1776	328	1
12_K27ac.rep1_peak_18031_lociStitched	chr13	34054525	34118230	12	17003	55009.2675	8103.276	329	1
4_K27ac.rep1_peak_50513_lociStitched	chr4	129434935	129451121	4	12852	48905.999	2002.2082	330	1
13_K27ac.rep1_peak_41210_lociStitched	chr21	30696701	30724707	13	16402	50928.911	4030.0634	331	1
10_K27ac.rep1_peak_17496_lociStitched	chr12	127714585	127770977	10	15271	54824.3024	7939.9936	332	1
9_K27ac.rep1_peak_13691_lociStitched	chr11	131609333	131641446	9	15860	51788.6351	4932.5568	333	1
8_K27ac.rep1_peak_52299_lociStitched	chr5	33299621	33323302	8	12932	50637.0823	3824.4815	334	1
16_K27ac.rep1_peak_34516_lociStitched	chr2	47260019	47321652	16	21815	50446.6105	3858.2258	335	1
21_K27ac.rep1_peak_53216_lociStitched	chr5	71421809	71485496	21	21459	55726.125	9234.615	336	1
11_K27ac.rep1_peak_34059_lociStitched	chr2	38395819	38434245	11	14182	52290.1008	5810.0112	337	1
7_K27ac.rep1_peak_70374_lociStitched	chr9	118351971	118379620	7	11974	50456.6601	4089.2871	338	1
15_K27ac.rep1_peak_34938_lociStitched	chr2	64993500	65068161	15	19122	54412.9368	8093.2524	339	1
3_K27ac.rep1_peak_4446_lociStitched	chr1	165859459	165872998	3	8184	48087.8202	1871.0898	340	1
13_K27ac.rep1_peak_68730_lociStitched	chr9	33130620	33198745	13	17757	51972.5625	5756.5625	341	1
7_K27ac.rep1_peak_2343_lociStitched	chr1	66929490	66972484	7	13558	51124.1654	4935.7112	342	1
9_K27ac.rep1_peak_7027_lociStitched	chr10	10823070	10873816	9	14537	52045.0976	5962.655	343	1
5_K27ac.rep1_peak_61757_lociStitched	chr7	34018630	34052121	5	9902	50336.973	4296.8953	344	1
5_K27ac.rep1_peak_61991_lociStitched	chr7	43676815	43700070	5	10840	49679.6565	3697.545	345	1
12_K27ac.rep1_peak_11264_lociStitched	chr11	35160696	35203122	12	18671	53002.8018	7161.5088	346	1
K27ac.rep1_peak_37458	chr2	189838129	189852464	1	14336	48125.462	2355.2405	347	1
3_K27ac.rep1_peak_55602_lociStitched	chr5	158173807	158187230	3	9994	47859.7065	2383.9248	348	1
20_K27ac.rep1_peak_37508_lociStitched	chr2	190192167	190277277	20	20810	55321.5	10042.98	349	1
10_K27ac.rep1_peak_52902_lociStitched	chr5	57099299	57139184	10	14345	50785.5705	5520.084	350	1
K27ac.rep1_peak_24199	chr15	93443137	93454282	1	11146	46634.0235	1405.3845	351	1
10_K27ac.rep1_peak_50188_lociStitched	chr4	115178144	115208336	10	15185	48895.944	3743.808	352	1
10_K27ac.rep1_peak_48712_lociStitched	chr4	38120459	38165852	10	13950	51035.3499	5887.4721	353	1
2_K27ac.rep1_peak_49335_lociStitched	chr4	74973652	74983457	2	8773	46988.5015	1902.17	354	1
4_K27ac.rep1_peak_68188_lociStitched	chr9	4292243	4307187	4	10770	46971.9808	1954.6752	355	1
7_K27ac.rep1_peak_4874_lociStitched	chr1	182992638	183014969	7	15525	48375.6453	3539.4635	356	1
21_K27ac.rep1_peak_44374_lociStitched	chr3	57984409	58060233	21	25007	50377.4656	5542.7344	357	1
17_K27ac.rep1_peak_2426_lociStitched	chr1	68171944	68237509	17	22581	53651.8395	8929.953	358	1
11_K27ac.rep1_peak_59022_lociStitched	chr6	113665681	113718319	11	16825	52259.0064	7800.9516	359	1
8_K27ac.rep1_peak_23861_lociStitched	chr15	82413735	82453629	8	15976	49911.3834	5461.4886	360	1
12_K27ac.rep1_peak_51127_lociStitched	chr4	159695699	159747291	12	14070	50885.1896	6541.8656	361	1
11_K27ac.rep1_peak_55297_lociStitched	chr5	148766693	148803643	11	20058	47643.33	3428.96	362	1
10_K27ac.rep1_peak_14282_lociStitched	chr12	15905437	15943353	10	18881	49268.0504	5076.9524	363	1
5_K27ac.rep1_peak_41375_lociStitched	chr21	36247936	36264272	5	13615	46114.8944	2001.16	364	1
12_K27ac.rep1_peak_58801_lociStitched	chr6	108882810	108949800	12	20781	52198.608	8092.392	365	1
5_K27ac.rep1_peak_16870_lociStitched	chr12	109112596	109128765	5	11372	46416.3483	2401.0965	366	1
14_K27ac.rep1_peak_57420_lociStitched	chr6	35322201	35364946	14	16627	48053.929	4039.4025	367	1
5_K27ac.rep1_peak_61387_lociStitched	chr7	22893826	22907291	5	11498	45868.5225	1897.2185	368	1
11_K27ac.rep1_peak_24071_lociStitched	chr15	89633734	89672607	11	14449	48979.98	5053.49	369	1
4_K27ac.rep1_peak_811_lociStitched	chr1	23503760	23526014	4	7467	45727.5192	1802.574	370	1
4_K27ac.rep1_peak_66189_lociStitched	chr8	69974762	69993420	4	10134	46827.8484	3000.2064	371	1
15_K27ac.rep1_peak_40190_lociStitched	chr20	36737195	36802422	15	20485	49161.5899	5355.1367	372	1
10_K27ac.rep1_peak_44543_lociStitched	chr3	64128634	64177439	10	14525	50752.3195	7125.53	373	1
8_K27ac.rep1_peak_9235_lociStitched	chr10	93347444	93377684	8	13974	47307.456	3731.616	374	1
7_K27ac.rep1_peak_34178_lociStitched	chr2	40559176	40600586	7	15622	49621.603	6107.975	375	1
7_K27ac.rep1_peak_40695_lociStitched	chr20	52195165	52241115	7	19853	46731.15	3248.665	376	1
10_K27ac.rep1_peak_37500_lociStitched	chr2	190117551	190163637	10	14405	50381.2152	7014.2892	377	1
20_K27ac.rep1_peak_13332_lociStitched	chr11	121938977	121983422	20	19756	49916.1795	6564.5265	378	1
21_K27ac.rep1_peak_20556_lociStitched	chr14	62162217	62233471	21	21498	52300.436	8999.3802	379	1
16_K27ac.rep1_peak_43378_lociStitched	chr3	16468605	16527423	16	19890	50871.6882	7622.8128	380	1
4_K27ac.rep1_peak_64094_lociStitched	chr7	137557243	137575542	4	10319	45822.5259	2609.4374	381	1
10_K27ac.rep1_peak_20032_lociStitched	chr14	50436924	50470578	10	15931	46381.9428	3170.2068	382	1
7_K27ac.rep1_peak_19655_lociStitched	chr14	23292233	23322710	7	14287	44981.0043	1810.3338	383	1
8_K27ac.rep1_peak_21574_lociStitched	chr14	100210398	100246894	8	13301	46028.7552	3149.6048	384	1
7_K27ac.rep1_peak_2889_lociStitched	chr1	92162792	92207035	7	10974	48516.8738	5689.6498	385	1
4_K27ac.rep1_peak_62523_lociStitched	chr7	73890111	73901213	4	9740	43264.494	452.9616	386	1
7_K27ac.rep1_peak_53431_lociStitched	chr5	76082635	76110647	7	11173	44939.6516	2240.96	387	1
9_K27ac.rep1_peak_6932_lociStitched	chr10	4689094	4747402	9	14669	51340.194	8699.5536	388	1
10_K27ac.rep1_peak_14161_lociStitched	chr12	12956392	12993235	10	14907	47000.6151	4428.5286	389	1
1_K27ac.rep1_peak_65513_lociStitched	chr8	36999656	37006851	1	7196	44163.6295	1611.68	390	1
8_K27ac.rep1_peak_64950_lociStitched	chr8	19498874	19545354	8	13451	48460.048	5930.848	391	1
9_K27ac.rep1_peak_45846_lociStitched	chr3	124479702	124512949	9	11898	46020.4974	3590.676	392	1
5_K27ac.rep1_peak_65839_lociStitched	chr8	49447174	49470665	5	11080	44764.4496	2438.3658	393	1
7_K27ac.rep1_peak_29891_lociStitched	chr18	20246351	20276409	7	15016	45814.4036	3534.8208	394	1
17_K27ac.rep1_peak_70741_lociStitched	chr9	130281277	130346577	17	26261	46212.81	3983.3	395	1
4_K27ac.rep1_peak_42374_lociStitched	chr22	35694748	35710980	4	10771	43803.6752	1579.3736	396	1
6_K27ac.rep1_peak_18819_lociStitched	chr13	74666921	74711103	6	14529	47133.3576	5019.0752	397	1
15_K27ac.rep1_peak_4772_lociStitched	chr1	179090602	179160234	15	17990	48310.6816	6218.1376	398	1
3_K27ac.rep1_peak_25446_lociStitched	chr16	56639576	56649172	3	8698	43479.476	1405.814	399	1
7_K27ac.rep1_peak_53776_lociStitched	chr5	90568725	90610618	7	11378	45303.0902	3234.1396	400	1
8_K27ac.rep1_peak_50517_lociStitched	chr4	129473571	129496311	8	13492	44922.87	2994.858	401	1
4_K27ac.rep1_peak_21166_lociStitched	chr14	77491805	77511565	4	12952	43284.28	1416.792	402	1
9_K27ac.rep1_peak_34210_lociStitched	chr2	42343589	42375737	9	12634	45344.754	3507.3468	403	1
7_K27ac.rep1_peak_45118_lociStitched	chr3	99741621	99767006	7	11236	46236.239	4444.9135	404	1
8_K27ac.rep1_peak_23725_lociStitched	chr15	78341548	78378891	8	16006	45311.9962	3659.614	405	1
4_K27ac.rep1_peak_60500_lociStitched	chr6	159051726	159078195	4	10884	45153.4671	3517.7301	406	1
8_K27ac.rep1_peak_6887_lociStitched	chr10	3919471	3950089	8	13795	44631.8586	3031.182	407	1
5_K27ac.rep1_peak_59929_lociStitched	chr6	143192037	143226415	5	12712	47149.427	5586.425	408	1
6_K27ac.rep1_peak_37260_lociStitched	chr2	178104841	178140881	6	13102	45601.412	4065.312	409	1
5_K27ac.rep1_peak_38132_lociStitched	chr2	208084480	208124330	5	11738	45604.34	4092.595	410	1
8_K27ac.rep1_peak_43543_lociStitched	chr3	27562459	27601360	8	14005	45413.0274	3948.4515	411	1
5_K27ac.rep1_peak_14904_lociStitched	chr12	46942170	46957389	5	12066	43826.1543	2418.2991	412	1
11_K27ac.rep1_peak_56811_lociStitched	chr6	17820258	17886354	11	15290	47760.9696	6371.6544	413	1
2_K27ac.rep1_peak_31582_lociStitched	chr19	15358327	15376806	2	6070	42174.6217	822.3155	414	1
9_K27ac.rep1_peak_3734_lociStitched	chr1	144983172	145016262	9	8946	57381.369	16094.976	415	1
12_K27ac.rep1_peak_69674_lociStitched	chr9	97534589	97591063	12	17251	47754.4144	6511.4522	416	1
17_K27ac.rep1_peak_67354_lociStitched	chr8	122611680	122655040	17	18344	47669.984	6447.632	417	1
2_K27ac.rep1_peak_23237_lociStitched	chr15	67333557	67343978	2	7404	42600.0059	1377.6562	418	1
8_K27ac.rep1_peak_10751_lociStitched	chr11	12696737	12726104	8	13511	45562.9005	4369.8096	419	1
10_K27ac.rep1_peak_44689_lociStitched	chr3	71098536	71136605	10	16957	46493.6697	5310.6255	420	1
7_K27ac.rep1_peak_45477_lociStitched	chr3	111564951	111594218	7	12211	44655.5886	3485.6997	421	1
4_K27ac.rep1_peak_29721_lociStitched	chr18	11849515	11860721	4	9103	42827.0908	1667.4528	422	1
7_K27ac.rep1_peak_13608_lociStitched	chr11	128570781	128604036	7	11768	44601.606	3491.775	423	1
5_K27ac.rep1_peak_48609_lociStitched	chr4	26015661	26035607	5	10020	43316.7282	2223.979	424	1
13_K27ac.rep1_peak_38689_lociStitched	chr2	225774080	225823797	13	13023	48016.6786	6940.4932	425	1
14_K27ac.rep1_peak_26594_lociStitched	chr17	1965236	2042146	14	21645	46984.319	6091.272	426	1
11_K27ac.rep1_peak_9854_lociStitched	chr10	114804944	114866959	11	17305	46461.638	5568.947	427	1
6_K27ac.rep1_peak_8446_lociStitched	chr10	69881168	69916533	6	10588	45610.2405	4763.6655	428	1
6_K27ac.rep1_peak_26848_lociStitched	chr17	8042271	8077609	6	12629	42695.3716	1908.252	429	1
4_K27ac.rep1_peak_16901_lociStitched	chr12	109876603	109902699	4	10494	43053.1808	2403.4416	430	1
3_K27ac.rep1_peak_15670_lociStitched	chr12	65950169	65963796	3	11106	42886.8944	2244.3669	431	1
2_K27ac.rep1_peak_48425_lociStitched	chr4	16684546	16696223	2	9010	42644.404	2029.4626	432	1
6_K27ac.rep1_peak_36428_lociStitched	chr2	145262715	145281732	6	16661	43535.6181	2938.1265	433	1
8_K27ac.rep1_peak_27579_lociStitched	chr17	35818697	35855490	8	12651	43982.3522	3451.1834	434	1
8_K27ac.rep1_peak_33986_lociStitched	chr2	37788130	37818069	8	15701	45417.463	4907.0021	435	1
6_K27ac.rep1_peak_60737_lociStitched	chr6	169469737	169506558	6	13352	44258.842	3755.742	436	1
16_K27ac.rep1_peak_45809_lociStitched	chr3	123451155	123511952	16	19294	48205.9413	7733.3784	437	1
14_K27ac.rep1_peak_42993_lociStitched	chr3	8524277	8581396	14	17977	49567.8682	9150.4638	438	1
6_K27ac.rep1_peak_59920_lociStitched	chr6	143140833	143175507	6	12533	45617.1144	5221.9044	439	1
8_K27ac.rep1_peak_30628_lociStitched	chr18	56234459	56268074	8	12449	44028.927	3704.373	440	1
8_K27ac.rep1_peak_61470_lociStitched	chr7	25874400	25901998	8	13008	43464.0902	3151.6916	441	1
9_K27ac.rep1_peak_59683_lociStitched	chr6	136388533	136417357	9	12115	44314.0176	4029.5952	442	1
2_K27ac.rep1_peak_32975_lociStitched	chr2	1645919	1660302	2	5672	41700.6319	1511.6533	443	1
15_K27ac.rep1_peak_32398_lociStitched	chr19	45930483	45982484	15	16708	42900.825	2740.4527	444	1
7_K27ac.rep1_peak_27750_lociStitched	chr17	39058066	39079457	7	10286	42794.8346	2789.3864	445	1
6_K27ac.rep1_peak_22231_lociStitched	chr15	39649543	39674370	6	10299	42891.1252	2912.2071	446	1
15_K27ac.rep1_peak_60897_lociStitched	chr7	2796412	2877667	15	18107	46835.382	6857.922	447	1
13_K27ac.rep1_peak_29430_lociStitched	chr18	394291	457874	13	15789	48075.1063	8157.6989	448	1
9_K27ac.rep1_peak_65855_lociStitched	chr8	49529171	49567588	9	14653	44844.1641	5078.7274	449	1
17_K27ac.rep1_peak_49615_lociStitched	chr4	86699484	86764225	17	19955	47662.3242	8001.9876	450	1
10_K27ac.rep1_peak_44721_lociStitched	chr3	71273812	71308364	10	14878	44133.2696	4540.1328	451	1
4_K27ac.rep1_peak_18151_lociStitched	chr13	38099897	38119396	4	10593	42166.5875	2610.9161	452	1
6_K27ac.rep1_peak_4377_lociStitched	chr1	162817789	162848441	6	9646	43219.32	3797.7828	453	1
10_K27ac.rep1_peak_34523_lociStitched	chr2	47394196	47429148	10	13919	43403.3936	4082.3936	454	1
2_K27ac.rep1_peak_11616_lociStitched	chr11	58331826	58346433	2	7864	41653.3212	2334.1986	455	1
5_K27ac.rep1_peak_53668_lociStitched	chr5	83667344	83700862	5	17016	43828.1368	4591.966	456	1
10_K27ac.rep1_peak_28088_lociStitched	chr17	45334585	45394151	10	14024	45019.9828	5801.7284	457	1
5_K27ac.rep1_peak_67792_lociStitched	chr8	131263977	131282158	5	11915	41783.5742	2607.1554	458	1
16_K27ac.rep1_peak_68169_lociStitched	chr9	4081377	4145559	16	17908	48168.591	9023.9892	459	1
5_K27ac.rep1_peak_35284_lociStitched	chr2	74787751	74811892	5	12941	42085.0053	2966.9289	460	1
4_K27ac.rep1_peak_63937_lociStitched	chr7	134297665	134316292	4	7758	42275.8392	3170.3154	461	1
10_K27ac.rep1_peak_55319_lociStitched	chr5	148864193	148898432	10	12624	43120.5966	4019.6586	462	1
8_K27ac.rep1_peak_63550_lociStitched	chr7	116202281	116229239	8	13167	43060.0134	3965.5218	463	1
7_K27ac.rep1_peak_41634_lociStitched	chr21	43032680	43072069	7	9894	42201.3746	3206.2646	464	1
5_K27ac.rep1_peak_37915_lociStitched	chr2	201980385	201997902	5	12131	41275.3071	2296.4787	465	1
16_K27ac.rep1_peak_655_lociStitched	chr1	19743968	19791955	16	21480	44277.6049	5336.1544	466	1
13_K27ac.rep1_peak_43298_lociStitched	chr3	15310088	15369488	13	16680	44395.56	5613.3	467	1
3_K27ac.rep1_peak_11195_lociStitched	chr11	33710537	33725999	3	8219	40779.4788	2013.1524	468	1
5_K27ac.rep1_peak_65844_lociStitched	chr8	49486184	49506927	5	8739	41152.0377	2391.6679	469	1
8_K27ac.rep1_peak_54981_lociStitched	chr5	139671453	139705073	8	15414	43359.714	4605.94	470	1
8_K27ac.rep1_peak_36119_lociStitched	chr2	121668589	121698515	8	17385	40863.953	2118.7608	471	1
4_K27ac.rep1_peak_24374_lociStitched	chr15	101655813	101679777	4	9016	39871.3032	1260.5064	472	1
3_K27ac.rep1_peak_64163_lociStitched	chr7	139359957	139372984	3	6795	40253.43	1666.1533	473	1
6_K27ac.rep1_peak_52554_lociStitched	chr5	39394257	39428064	6	14814	43367.6196	4871.5887	474	1
5_K27ac.rep1_peak_70269_lociStitched	chr9	116360349	116387851	5	10262	40972.4796	2516.433	475	1
4_K27ac.rep1_peak_58925_lociStitched	chr6	112292790	112307519	4	6165	40344.2039	1947.1738	476	1
12_K27ac.rep1_peak_13398_lociStitched	chr11	122576172	122620421	12	14681	44386.1719	6009.0142	477	1
4_K27ac.rep1_peak_19219_lociStitched	chr13	99948488	99975555	4	12311	41637.1661	3299.4673	478	1
8_K27ac.rep1_peak_16743_lociStitched	chr12	105593036	105625686	8	12141	42376.435	4055.13	479	1
4_K27ac.rep1_peak_41414_lociStitched	chr21	36930875	36952545	4	9024	42351.848	4141.137	480	1
8_K27ac.rep1_peak_40092_lociStitched	chr20	34433830	34474761	8	12647	41573.6167	3552.8108	481	1
4_K27ac.rep1_peak_29068_lociStitched	chr17	74356278	74383097	4	12766	39362.2463	1458.9536	482	1
5_K27ac.rep1_peak_61376_lociStitched	chr7	22756678	22771321	5	10532	40260.9285	2413.1664	483	1
14_K27ac.rep1_peak_35707_lociStitched	chr2	102403815	102461249	14	17997	47302.6424	9465.1232	484	1
8_K27ac.rep1_peak_29875_lociStitched	chr18	20117964	20144863	8	13041	41012.9053	3222.5002	485	1
9_K27ac.rep1_peak_2232_lociStitched	chr1	64383162	64435466	9	13036	44327.64	6538	486	1
5_K27ac.rep1_peak_26023_lociStitched	chr16	75337696	75360636	5	6721	40606.094	2897.322	487	1
6_K27ac.rep1_peak_33674_lociStitched	chr2	28610226	28632841	6	15557	40005.935	2299.9455	488	1
12_K27ac.rep1_peak_9496_lociStitched	chr10	101722801	101769420	12	16219	42423.29	4745.8142	489	1
8_K27ac.rep1_peak_2267_lociStitched	chr1	65363286	65400959	8	10178	42743.7858	5067.0185	490	1
3_K27ac.rep1_peak_48706_lociStitched	chr4	38079905	38103757	3	9984	41187.6336	3532.4812	491	1
2_K27ac.rep1_peak_66175_lociStitched	chr8	69831971	69840239	2	7608	38898.4596	1361.7396	492	1
2_K27ac.rep1_peak_67972_lociStitched	chr8	141727535	141738417	2	8941	39097.9378	1589.8602	493	1
5_K27ac.rep1_peak_20072_lociStitched	chr14	51228506	51243133	5	9208	40009.2331	2515.844	494	1
10_K27ac.rep1_peak_16144_lociStitched	chr12	80945778	80992788	10	14585	42943.635	5467.263	495	1
5_K27ac.rep1_peak_26506_lociStitched	chr17	583694	607745	5	8361	39737.0622	2280.0348	496	1
2_K27ac.rep1_peak_70384_lociStitched	chr9	118430481	118437105	2	5437	38313.8784	863.1072	497	1
12_K27ac.rep1_peak_14503_lociStitched	chr12	26145707	26197369	12	12859	43804.2098	6375.0908	498	1
8_K27ac.rep1_peak_36138_lociStitched	chr2	122229050	122263952	8	12220	42636.2832	5294.6334	499	1
